"decision","photo_name","fish_ID","start_time"
"exclude_50_60","r03894_crop_l.b0015.13_start_120_resid_369.PNG","l.b0015.13",120
"exclude_50_60","r03897_crop_l.b0032.55_start_240_resid_369.PNG","l.b0032.55",240
"exclude_50_60","r03927_crop_l.b0038.39_start_90_resid_367.PNG","l.b0038.39",90
"exclude_50_60","r03931_crop_w.b0019.4_start_150_resid_367.PNG","w.b0019.4",150
"exclude_50_60","r03965_crop_w.b0047.17_start_120_resid_365.PNG","w.b0047.17",120
"exclude_50_60","r03990_crop_l.b0027.59_start_270_resid_363.PNG","l.b0027.59",270
"exclude_50_60","r04034_crop_w.b0025.11_start_210_resid_361.PNG","w.b0025.11",210
"exclude_50_60","r04058_crop_l.b0015.24_start_60_resid_359.PNG","l.b0015.24",60
"exclude_50_60","r04066_crop_l.b0044.34_start_0_resid_359.PNG","l.b0044.34",0
"exclude_50_60","r04224_crop_l.b0037.34_start_240_resid_349.PNG","l.b0037.34",240
"exclude_50_60","r04306_crop_l.b0032.11_start_30_resid_344.PNG","l.b0032.11",30
"exclude_50_60","r04378_crop_l.b0015.43_start_30_resid_340.PNG","l.b0015.43",30
"exclude_50_60","r04577_crop_w.b0033.19_start_210_resid_330.PNG","w.b0033.19",210
"exclude_50_60","r04586_crop_l.b0043.11_start_90_resid_329.PNG","l.b0043.11",90
"exclude_50_60","r04650_crop_w.b0048.15_start_30_resid_327.PNG","w.b0048.15",30
"exclude_50_60","r04670_crop_l.b0013.4_start_30_resid_325.PNG","l.b0013.4",30
"exclude_50_60","r04696_crop_l.b0045.20_start_60_resid_324.PNG","l.b0045.20",60
"exclude_50_60","r04725_crop_l.b0010.4_start_150_resid_322.PNG","l.b0010.4",150
"exclude_50_60","r04745_crop_l.b0014.40_start_240_resid_321.PNG","l.b0014.40",240
"exclude_50_60","r04751_crop_l.b0037.43_start_60_resid_321.PNG","l.b0037.43",60
"exclude_50_60","r04788_crop_l.b0039.11_start_180_resid_319.PNG","l.b0039.11",180
"exclude_50_60","r04808_crop_w.b0036.5_start_60_resid_318.PNG","w.b0036.5",60
"exclude_50_60","r04849_crop_w.b0015.26_start_30_resid_316.PNG","w.b0015.26",30
"exclude_50_60","r04886_crop_w.b0029.16_start_30_resid_314.PNG","w.b0029.16",30
"exclude_50_60","r04898_crop_l.b0039.18_start_270_resid_313.PNG","l.b0039.18",270
"exclude_50_60","r04899_crop_l.b0044.5_start_0_resid_313.PNG","l.b0044.5",0
"exclude_50_60","r04930_crop_w.b0057.23_start_0_resid_312.PNG","w.b0057.23",0
"exclude_50_60","r05049_crop_w.b0043.25_start_60_resid_306.PNG","w.b0043.25",60
"exclude_50_60","r05133_crop_w.b0033.7_start_120_resid_301.PNG","w.b0033.7",120
"exclude_50_60","r05282_crop_l.b0043.55_start_180_resid_294.PNG","l.b0043.55",180
"exclude_50_60","r05386_crop_l.b0022.39_start_30_resid_289.PNG","l.b0022.39",30
"exclude_50_60","r05419_crop_w.b0048.27_start_240_resid_288.PNG","w.b0048.27",240
"exclude_50_60","r05421_crop_w.b0053.4_start_120_resid_288.PNG","w.b0053.4",120
